Tez No,Yazar,Yıl,Tez Adı,Üniversite,Dil,Tez Türü,Konu
212162,BİHTER DAŞ,2007,Tip-2 bulanık mantık tabanlı veri madenciliği yöntemi ile zaman serisi tahmini,Fırat Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
212349,ERCAN ÖZBAY,2007,Finans sektöründe veri madenciliği ile dolandırıcılık tespiti,Selçuk Üniversitesi,Türkçe,Yüksek Lisans,Bankacılık = Banking ; Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
239574,NURİ ENDER KARAGÖZ,2007,Market veri tabanında veri madenciliği uygulaması,İstanbul Ticaret Üniversitesi,Türkçe,Yüksek Lisans,İşletme = Business Administration
212143,FATİH TOPALOĞLU,2007,Veri madenciliği ile meteorolojik parametrelerin analizi ve ziraî meteoroloji haritasının çıkarılması,Fırat Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
239276,GÜLTEKİN ARABACI,2007,"Veri madenciliğinde Appriori, Tahminci Appriori ve Tertius algoritmalarının Weka ve Yale programları ile karşılaştırılması ve bir uygulama",İstanbul Ticaret Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control ; Mikrobiyoloji = Microbiology ; İstatistik = Statistics
200493,İSMAİL HABERAL,2007,Veri madenciliği algoritmaları kullanılarak web günlük erişimlerinin analizi,Başkent Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
209266,EVREN KASAP,2007,Sigortacılık sektöründe müşteri ilişkileri yönetimi yaklaşımıyla veri madenciliği teknikleri ve bir uygulama,Marmara Üniversitesi,Türkçe,Yüksek Lisans,Sigortacılık = Insurance
177636,MEHMET BURAK TELCİOĞLU,2007,Veri madenciliğinde genetik programlama temelli yeni bir sınıflandırma yaklaşımı ve uygulaması,Erciyes Üniversitesi,Türkçe,Yüksek Lisans,Endüstri ve Endüstri Mühendisliği = Industrial and Industrial Engineering
222506,MUSTAFA AYKUT GÖRAL,2007,Kredi kartı başvuru aşamasında sahtecilik tespiti için bir veri madenciliği modeli,İstanbul Teknik Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control ; Endüstri ve Endüstri Mühendisliği = Industrial and Industrial Engineering
211893,PELİN TEZCANLAR,2007,"Müşteri ilişkileri yönetimi, veri madenciliği ve bir uygulama",İstanbul Üniversitesi,Türkçe,Yüksek Lisans,İşletme = Business Administration
220873,SİNAN AYDIN,2007,Veri madenciliği ve Anadolu Üniversitesi uzaktan eğitim sisteminde bir uygulama,Anadolu Üniversitesi,Türkçe,Doktora,Eğitim ve Öğretim = Education and Training ; İstatistik = Statistics
223547,VECİHE ELÇİN GAZİ,2007,Veri madenciliğinde duyarlılık,İstanbul Teknik Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
211371,KAAN KOCAMAZ,2007,Hastane bilgi yönetim sistemlerinde veri madenciliği ve Konya Meram Tıp Fakültesi hastanesindeki hastane bilgi yönetim sistemi uygulamasının incelenmesi,Selçuk Üniversitesi,Türkçe,Yüksek Lisans,Hastaneler = Hospitals
237982,SALİH CEM KUMSAL,2007,Veri madenciliği ve simülasyon yardımıyla bir uygulama,Kocaeli Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control ; Endüstri ve Endüstri Mühendisliği = Industrial and Industrial Engineering
178051,TURGAY TUGAY BİLGİN,2007,Çok boyutlu uzayda görsel veri madenciliği için üç yeni çatı tasarımı ve uygulamaları,Marmara Üniversitesi,Türkçe,Doktora,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
200185,ŞENGÜL DOĞAN,2007,Veri madenciliği kullanarak biyokimya verilerinden hastalık teşhisi,Fırat Üniversitesi,Türkçe,Yüksek Lisans,Biyomühendislik = Bioengineering
200150,SABRİ SERKAN GÜLLÜOĞLU,2007,Rastlantısal yapay sinir ağlarının veri madenciliğinde kullanılması,Haliç Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
200498,KIYAS KAYAALP,2007,Asenkron motorlarda veri madenciliği ile hata tespiti,Süleyman Demirel Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
180572,HÜSEYİN ÖZÇINAR,2006,KPSS sonuçlarının veri madenciliği yöntemleriyle tahmin edilmesi,Pamukkale Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
197935,ERKAN KIYAK,2006,CRISP-DM yöntembilimi kullanılarak deniz kuvvetleri verisi üzerinde veri madenciliği sınıflandırma yöntemlerinin karşılaştırılması,Kocaeli Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
185386,HALİL ÇALIŞKAN,2006,Soğuk hava tesislerinde optimum soğutma grubu seçimi için veri madenciliği uygulaması,Süleyman Demirel Üniversitesi,Türkçe,Yüksek Lisans,Makine Mühendisliği = Mechanical Engineering
211915,UMMAN TUĞBA ŞİMŞEK,2006,Veri madenciliği ve müşteri ilişkileri yönetiminde (CRM) bir uygulama,İstanbul Üniversitesi,Türkçe,Doktora,İşletme = Business Administration
185227,BUKET DOĞAN,2006,Zeki öğretim sistemlerinde veri madenciliği kullanılması,Marmara Üniversitesi,Türkçe,Doktora,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
197927,ŞERİFE ESRA DİNÇER,2006,Veri madenciliğinde K-means algoritması ve tıp alanında uygulanması,Kocaeli Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
211900,ÖZGE SEVDA BİRİNKULU,2006,Müşteri ilişkileri yönetiminde veri madenciliği ve bir uygulama,İstanbul Üniversitesi,Türkçe,Yüksek Lisans,İşletme = Business Administration
190000,EMRAH YILMAZ,2006,Kütahya ilinde sosyal sınıfların belirlenmesi ve veri madenciliği ile tüketici profilinin çıkarılmasına yönelik bir uygulama,Dumlupınar Üniversitesi,Türkçe,Yüksek Lisans,İşletme = Business Administration
185009,MELTEM IŞIK,2006,Bölünmeli kümeleme yöntemleri ile veri madenciliği uygulamaları,Marmara Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
183167,GÜLŞAD CERAN,2006,Esnek akış tipi çizelgeleme problemlerinin veri madenciliği ve genetik algoritma kullanılarak çözülmesi,Selçuk Üniversitesi,Türkçe,Yüksek Lisans,Endüstri ve Endüstri Mühendisliği = Industrial and Industrial Engineering
185346,İLHAN AYDIN,2006,Arıza teşhisinde veri madenciliği ve yumuşak hesaplama tekniklerinin kullanımı,Fırat Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
185461,ULAŞ BARAN BALOĞLU,2006,Dna sıralarındaki tekrarlı örüntülerin ve potansiyel motiflerin veri madenciliği yöntemiyle çıkarılması,Fırat Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control ; Mühendislik Bilimleri = Engineering Sciences
167478,UMUT ALTINIŞIK,2006,Öğrenci bilgi sisteminde veri madenciliğinin uygulanması,Kocaeli Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
185197,FERİDUN CEMAL ÖZÇAKIR,2006,Müşteri işlemlerindeki birlikteliklerin belirlenmesinde veri madenciliği uygulaması,Marmara Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
223366,TUĞBA TOSUN,2006,Veri madenciliği teknikleriyle kredi kartlarında müşteri kaybetme analizi,İstanbul Teknik Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
185844,ALİ SERHAN KOYUNCUGİL,2006,Bulanık veri madenciliği ve sermaye piyasalarına uygulanması,Ankara Üniversitesi,Türkçe,Doktora,İstatistik = Statistics
181880,TAMER ALTINTAŞ,2006,Veri madenciliği metotlarından olan kümeleme algoritmalarının uygulamalı etkinlik analizi,Sakarya Üniversitesi,Türkçe,Yüksek Lisans,Endüstri ve Endüstri Mühendisliği = Industrial and Industrial Engineering
182224,MUHSİN ÖZGÜR DOLGUN,2006,Büyük alışveriş merkezleri için veri madenciliği uygulamaları,Hacettepe Üniversitesi,Türkçe,Yüksek Lisans,Bilim ve Teknoloji = Science and Technology ; İstatistik = Statistics
180400,ANARBEK KALIKOV,2006,Veri madenciliği ve bir e-ticaret uygulaması,Gazi Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
223303,SEVCAN TİRYAKİ,2006,Lojistik alanında bir veri madenciliği uygulaması,İstanbul Teknik Üniversitesi,Türkçe,Yüksek Lisans,Mühendislik Bilimleri = Engineering Sciences
181859,ASLAN ÇOBAN,2006,İmalat sanayinde veri madenciliği destekli tedarikçi seçimi uygulaması,Sakarya Üniversitesi,Türkçe,Doktora,Makine Mühendisliği = Mechanical Engineering
180239,SİNEM AKBULUT,2006,Veri madenciliği teknikleri ile bir kozmetik markanın ayrılan müşteri analizi ve müşteri segmentasyonu,Gazi Üniversitesi,Türkçe,Yüksek Lisans,Endüstri ve Endüstri Mühendisliği = Industrial and Industrial Engineering
180291,EYÜP SIRAMKAYA,2006,Veri madenciliğinde bulanık mantık uygulaması,Selçuk Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
198668,ÜMMÜHAN ALTINTOP,2006,İnternet tabanlı öğretimde veri madenciliği tekniklerinin uygulanması,Kocaeli Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
187139,GÖKÇE KOLAY,2006,İşletmelerde bilgi sistemleri verimliliğini arttırmada veri madenciliği yöntemi: Bir simülasyon çalışması,Zonguldak Karaelmas Üniversitesi,Türkçe,Yüksek Lisans,İşletme = Business Administration
162167,LEMAN PINAR YILDIRIM,2005,Veri madenciliği ve bir uygulaması,Dokuz Eylül Üniversitesi,Türkçe,Yüksek Lisans,Ekonometri = Econometrics
168846,HARUN BAŞKAYA,2005,Veri madenciliği ve birliktelik kuralları ile bir öğrenci notları çözümleme aracı,Kocaeli Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
168847,TUBA İMAMOĞLU,2005,Veri madenciliğinde karar ağaçları ile bir öğrenci ders başarısı tahmin aracı,Kocaeli Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
168417,MELTEM SAKLAVCI,2005,"Veri madenciliği yaklaşımı ile binaların, geometrik özelliklerine göre kümelendirilmesi",Yıldız Teknik Üniversitesi,Türkçe,Yüksek Lisans,Jeodezi ve Fotogrametri = Geodesy and Photogrammetry
167951,GÜLÜZAR KEKEÇ,2005,Veri madenciliği ve karınca koloni optimizasyonu ile kümeleme,Sakarya Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
166287,AYŞEN BÜYÜKAKIN,2005,Bulanık mantık ile veri madenciliği,İstanbul Teknik Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control ; Mühendislik Bilimleri = Engineering Sciences
198304,MERAL DEMİRALAY,2005,Hiyerarşik kümeleme metotları ile veri madenciliği uygulamaları,Marmara Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
167850,ZEYNEP DEMİR,2005,Veri madenciliği ve bir uygulaması,Muğla Üniversitesi,Türkçe,Yüksek Lisans,İstatistik = Statistics
215573,BARIŞ KİREMİTCİ,2005,Veri ambarlarında veri madenciliği ve ulaştırma-lojistik sektöründe bir uygulama,İstanbul Üniversitesi,Türkçe,Yüksek Lisans,İşletme = Business Administration
169525,BERNA GÜCÜN,2005,Öğrenci bilgi sisteminde veri madenciliği,Ege Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
162332,SALİH TUNA,2005,Bir veri madenciliği çalışmasında regresyon analizi ile veri kodlama senaryolarının hazırlanması,Dokuz Eylül Üniversitesi,Türkçe,Yüksek Lisans,Ekonometri = Econometrics
198723,EMİNE TUĞ,2005,Genetik algoritmalar ile tıbbi veri madenciliği,Selçuk Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
167848,HÜSEYİN GÜRÜLER,2005,Veritabanları üzerinde veri madenciliği uygulaması,Muğla Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
175942,GÖKSEL BAŞLANGIÇ,2004,"Veri madenciliği, algoritmaları ve naive bayes algoritmasının iyileştirme süreçleri",İstanbul Kültür Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
154176,FİLİZ KOYUNCU,2004,Veri madenciliğinde apriori temelli ilişkilendirme kuralı algoritmalarının uygulama ve karşılaştırması,Uludağ Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
144595,ABDULKADİR ÖZDEMİR,2004,Veri tabanlarında bilgi keşfi ve veri madenciliği -sağlık sektöründe uygulama-,Atatürk Üniversitesi,Türkçe,Doktora,İşletme = Business Administration
154190,AYŞE BUHARALI,2004,Tarihi yerleşimler için nesneye yönelik veri tabanı ve veri madenciliği yöntemleri kullanarak bilgi sistemi oluşturulması ve uygulaması,Yıldız Teknik Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
152741,BİRKAN SARIFAKIOĞLU,2004,Bilgi keşfi ve veri madenciliği,Sakarya Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
155364,FATİH AYDOĞAN,2004,E-ticarette veri madenciliği yaklaşımlarıyla müşteriye hizmet sunan akıllı modüllerin tasarımı ve gerçekleştirilmesi,Hacettepe Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
151629,ÖMER BİLEN,2004,ÖSS sınav sonuçlarının okul bazında veri madenciliği ile incelenmesi,Yıldız Teknik Üniversitesi,Türkçe,Yüksek Lisans,İstatistik = Statistics
146871,OSMAN ARDA MERİÇ,2004,Veri madenciliği aracı olarak genetik algoritmalar ile yapay sinir ağları ve yapay sinir ağı-genetik algoritma melez modelinin müşteri değerlendirilmesinde kullanılması,İstanbul Üniversitesi,Türkçe,Doktora,İşletme = Business Administration
151100,UMUT OĞUR,2004,Görsel ve dinamik veri madenciliği kullanarak sesin akustik parametrelerinin incelenmesi,Ankara Üniversitesi,Türkçe,Yüksek Lisans,Elektrik ve Elektronik Mühendisliği = Electrical and Electronics Engineering
146982,GÖKHAN SİLAHTAROĞLU,2004,Veri madenciliğinde kümeleme analizi ve öğretim başarısının değerlemesine ilişkin bir uygulama,İstanbul Üniversitesi,Türkçe,Doktora,İşletme = Business Administration
155302,HİKMET FERDA ERGÜNEŞ,2004,Genetik algoritmaların veri madenciliğinde kullanılmasıyla ilginç kuralların bulunması,Hacettepe Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
151292,ALPER KÜÇÜKURAL,2004,Veri madenciliğinin bulanık uzman sistemlerde kullanımı,İstanbul Teknik Üniversitesi,Türkçe,Yüksek Lisans,Mühendislik Bilimleri = Engineering Sciences
130699,DORUK PARMAN,2003,Bankacılık sektöründe müşteri ilişkileri yöntemi (CRM) açısından veri madenciliği (Data mining) yöntemi : Özel bir bankada gerçekleştirilen uygulama,Marmara Üniversitesi,Türkçe,Doktora,Bankacılık = Banking
142986,SEZİN SELEN İNCELER,2003,Veri madenciliği alanında bir bulanık mantık uygulaması,İstanbul Teknik Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
124734,ÖZGÜR AKIN,2003,Karar destek sistemlerinde veri madenciliği kullanımı,Marmara Üniversitesi,Türkçe,Yüksek Lisans,İşletme = Business Administration
134041,GÜLCAN YALÇINTAŞ,2003,Veri madenciliği,Gazi Üniversitesi,Türkçe,Yüksek Lisans,İstatistik = Statistics
134156,ONUR İNAN,2003,Öğrenci işleri veri tabanı üzerinde veri madenciliği uygulamaları,Selçuk Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
